GEOAREA_ID,GEOAREA_NAME,GEOAREA_POINTTOTAL,GEOAREA_POINTLIST
7453,45-大兴-榆垡-榆垡镇,137,"116.217852,39.572755;116.30329,39.575943;116.321251,39.573193;116.339978,39.572515;116.361002,39.574895;116.360832,39.584102;116.364373,39.586378;116.373186,39.586651;116.377628,39.584258;116.381455,39.579055;116.389946,39.578799;116.42918,39.585338;116.445299,39.585348;116.465014,39.588015;116.468705,39.583154;116.476215,39.578971;116.489437,39.575723;116.496501,39.575495;116.506724,39.577711;116.516525,39.585496;116.518125,39.582555;116.515165,39.580094;116.515085,39.577352;116.518765,39.577569;116.520745,39.573438;116.519505,39.570989;116.513465,39.569699;116.513955,39.566491;116.507075,39.565648;116.502855,39.550706;116.499045,39.54907;116.493225,39.549756;116.488665,39.548417;116.485085,39.548806;116.484595,39.552388;116.468395,39.55219;116.465955,39.549775;116.471045,39.546819;116.474225,39.538411;116.472855,39.535459;116.468345,39.535501;116.465105,39.533811;116.463775,39.530862;116.459395,39.531198;116.458735,39.5267;116.455945,39.526109;116.446855,39.528451;116.447115,39.525346;116.436685,39.525701;116.432465,39.524568;116.435465,39.522706;116.435755,39.515599;116.437905,39.513879;116.438125,39.509008;116.426935,39.5062;116.425285,39.509542;116.420635,39.509107;116.418725,39.516023;116.419175,39.521829;116.417025,39.52435;116.406515,39.523618;116.400255,39.526361;116.398945,39.52226;116.399924,39.517337;116.40298,39.51586;116.410499,39.517936;116.410366,39.513104;116.40654,39.508665;116.412125,39.504457;116.416945,39.494989;116.409935,39.488187;116.408395,39.482209;116.418055,39.483678;116.421015,39.486432;116.440815,39.481244;116.440515,39.47825;116.443665,39.47857;116.445305,39.472535;116.444855,39.464818;116.449225,39.457887;116.449115,39.453824;116.446525,39.452848;116.445345,39.449315;116.433885,39.446118;116.431825,39.443566;116.427735,39.443345;116.424715,39.443231;116.419535,39.446454;116.405625,39.447908;116.403105,39.449453;116.393905,39.449048;116.387985,39.451253;116.378845,39.449887;116.376045,39.45099;116.361635,39.450574;116.357775,39.451413;116.357835,39.454408;116.345385,39.454393;116.344385,39.451547;116.338845,39.452531;116.337465,39.455976;116.330085,39.45614;116.320505,39.460576;116.318215,39.462491;116.319725,39.464833;116.313885,39.46795;116.314085,39.471299;116.311915,39.474336;116.309125,39.474828;116.304331,39.479018;116.300382,39.479706;116.295541,39.479703;116.274635,39.46904;116.270176,39.469432;116.267376,39.471599;116.266361,39.47574;116.268916,39.481953;116.275355,39.490045;116.270295,39.493974;116.254655,39.500322;116.251595,39.506906;116.237915,39.516561;116.240545,39.518407;116.238955,39.523576;116.241645,39.529073;116.240255,39.532109;116.240595,39.539281;116.237455,39.545777;116.237035,39.549955;116.240625,39.549665;116.238175,39.551797;116.239725,39.554971;116.233675,39.564096;116.228505,39.563985;116.230195,39.56651;116.221235,39.564828;116.217852,39.572755"
7454,46-二区-北太平庄-华严里,7,"116.363042,39.985988;116.372879,39.986265;116.388086,39.986306;116.388301,39.981831;116.388471,39.967071;116.364306,39.966079;116.363042,39.985988"
7455,47-二区-北太平庄-黄寺南里,6,"116.364306,39.966079;116.388471,39.967071;116.389352,39.947962;116.369265,39.946876;116.366241,39.947046;116.364306,39.966079"
7456,48-二区-北太平庄-太平村,9,"116.332628,39.985226;116.363042,39.985988;116.364306,39.966079;116.359781,39.963981;116.348899,39.963678;116.348611,39.966463;116.338812,39.967427;116.33387,39.976487;116.332628,39.985226"
7457,49-二区-大有庄-韩家府,31,"116.233907,40.011305;116.238544,40.013407;116.240961,40.017651;116.244809,40.020117;116.244433,40.024111;116.240966,40.026162;116.237789,40.026058;116.238204,40.030744;116.240712,40.034282;116.240649,40.044263;116.244631,40.048878;116.250722,40.052235;116.260504,40.052225;116.261446,40.052231;116.265889,40.052315;116.276067,40.049808;116.279797,40.030659;116.285306,40.030075;116.286415,40.027255;116.283293,40.025984;116.284004,40.02237;116.286622,40.021586;116.288066,40.019185;116.29263,40.020074;116.293644,40.015143;116.28137,40.012794;116.26914,40.011069;116.260617,40.002574;116.24302,40.001591;116.234057,39.997723;116.233907,40.011305"
7459,50-二区-大有庄-南营,33,"116.14563,39.992707;116.150075,39.996801;116.166903,40.000337;116.168385,40.003673;116.175822,40.005675;116.179203,40.008797;116.180939,40.017277;116.192152,40.021116;116.203272,40.020768;116.223941,40.009534;116.233907,40.011305;116.234057,39.997723;116.22256,39.995435;116.216867,39.99237;116.210096,39.950054;116.2073,39.945758;116.20176,39.952881;116.193206,39.960436;116.189106,39.962109;116.18494,39.964247;116.1846,39.966956;116.18159,39.9677;116.179862,39.97028;116.18069,39.980859;116.179975,39.983617;116.177338,39.986032;116.17355,39.987007;116.17234,39.980752;116.166425,39.976991;116.16341,39.976926;116.161664,39.985662;116.153868,39.982708;116.14563,39.992707"
7460,51-二区-大有庄-牛碌坟,17,"116.2073,39.945758;116.210096,39.950054;116.216867,39.99237;116.22256,39.995435;116.234057,39.997723;116.237946,39.99237;116.238446,39.987184;116.242865,39.986823;116.230324,39.979176;116.24075,39.955525;116.241282,39.948814;116.233624,39.948223;116.231676,39.944613;116.231756,39.939878;116.225736,39.940041;116.214473,39.940346;116.2073,39.945758"
7461,52-二区-大有庄-西苑,21,"116.234057,39.997723;116.24302,40.001591;116.260617,40.002574;116.26914,40.011069;116.28137,40.012794;116.283228,40.000869;116.286211,40.000885;116.288992,39.995864;116.293487,39.988544;116.285914,39.987994;116.275359,39.98957;116.272843,39.988058;116.27188,39.984407;116.274121,39.980671;116.270899,39.980005;116.264312,39.981846;116.252789,39.987398;116.242865,39.986823;116.238446,39.987184;116.237946,39.99237;116.234057,39.997723"
7462,53-二区-二里庄-后八家村,12,"116.331045,40.006364;116.338206,40.006311;116.338373,40.009626;116.341619,40.009499;116.341536,40.006311;116.346198,40.006438;116.357692,40.008708;116.369631,39.992816;116.372879,39.986265;116.363042,39.985988;116.332628,39.985226;116.331045,40.006364"
7463,54-二区-清河-清河端局五环内,19,"116.318996,40.019118;116.328908,40.022177;116.347654,40.022043;116.36841,40.021765;116.368754,40.009701;116.366923,40.009668;116.363076,40.01172;116.359587,40.010162;116.360715,40.008794;116.357692,40.008708;116.346198,40.006438;116.341536,40.006311;116.341619,40.009499;116.338373,40.009626;116.338206,40.006311;116.331045,40.006364;116.331007,40.006875;116.319639,40.016943;116.318996,40.019118"
7464,55-二区-清河-清河镇,10,"116.293667,40.065333;116.314655,40.064442;116.315125,40.064095;116.330228,40.044867;116.347654,40.022043;116.328908,40.022177;116.318996,40.019118;116.313108,40.03462;116.299245,40.054402;116.293667,40.065333"
7465,56-二区-清河-清河镇东,13,"116.330228,40.044867;116.351939,40.048288;116.372837,40.049175;116.373361,40.045679;116.375993,40.044536;116.391604,40.04601;116.393531,40.035231;116.389914,40.031813;116.386306,40.030838;116.385905,40.02153;116.36841,40.021765;116.347654,40.022043;116.330228,40.044867"
7466,57-二区-上地-后营村,16,"116.276067,40.049808;116.299245,40.054402;116.313108,40.03462;116.318996,40.019118;116.319639,40.016943;116.311512,40.0174;116.293644,40.015143;116.29263,40.020074;116.288066,40.019185;116.286622,40.021586;116.284004,40.02237;116.283293,40.025984;116.286415,40.027255;116.285306,40.030075;116.279797,40.030659;116.276067,40.049808"
7467,58-二区-上地-唐家岭,12,"116.273333,40.080099;116.285233,40.081859;116.293667,40.065333;116.299245,40.054402;116.276067,40.049808;116.265889,40.052315;116.261446,40.052231;116.260504,40.052225;116.249854,40.075862;116.263668,40.083241;116.266175,40.078436;116.273333,40.080099"
7468,59-二区-温泉-聂各庄乡,34,"116.0426,40.083581;116.045793,40.089661;116.05199,40.096545;116.05839,40.102424;116.06424,40.104637;116.068355,40.112026;116.07856,40.119135;116.090045,40.120701;116.095005,40.116461;116.100528,40.117296;116.107128,40.115233;116.123333,40.115952;116.125448,40.113961;116.126765,40.120149;116.146587,40.120722;116.14624,40.105304;116.14901,40.101537;116.156726,40.065437;116.160264,40.050986;116.132392,40.051143;116.114235,40.057736;116.093924,40.057501;116.094232,40.049965;116.080901,40.030533;116.073673,40.032247;116.06957,40.036851;116.063175,40.051227;116.065545,40.057752;116.065215,40.061216;116.060515,40.065641;116.057868,40.072522;116.050323,40.076607;116.045268,40.083798;116.0426,40.083581"
7470,60-二区-温泉-上庄乡,33,"116.146587,40.120722;116.160185,40.123071;116.16259,40.125119;116.160513,40.127261;116.16444,40.126818;116.164378,40.131535;116.1609,40.13483;116.160281,40.138267;116.161555,40.141336;116.175585,40.145921;116.177403,40.156114;116.183555,40.154069;116.187146,40.153254;116.187717,40.156499;116.196431,40.158433;116.199555,40.149302;116.199785,40.144193;116.20306,40.138721;116.206526,40.13866;116.209279,40.140627;116.224782,40.135111;116.234645,40.133492;116.241006,40.133974;116.239225,40.117295;116.236275,40.117036;116.236788,40.11184;116.234981,40.108886;116.224406,40.105738;116.220713,40.08405;116.156726,40.065437;116.14901,40.101537;116.14624,40.105304;116.146587,40.120722"
7471,61-二区-温泉-温泉镇,40,"116.080901,40.030533;116.094232,40.049965;116.093924,40.057501;116.114235,40.057736;116.132392,40.051143;116.160264,40.050986;116.167474,40.044549;116.178553,40.041959;116.182553,40.039368;116.191478,40.038426;116.198556,40.039133;116.208711,40.044784;116.221636,40.046433;116.240649,40.044263;116.240712,40.034282;116.238204,40.030744;116.237789,40.026058;116.240966,40.026162;116.244433,40.024111;116.244809,40.020117;116.240961,40.017651;116.238544,40.013407;116.233907,40.011305;116.223941,40.009534;116.203272,40.020768;116.192152,40.021116;116.180939,40.017277;116.179203,40.008797;116.175822,40.005675;116.168385,40.003673;116.158257,40.015824;116.146638,40.021783;116.140967,40.022486;116.131853,40.028958;116.124565,40.03027;116.118362,40.029092;116.109705,40.032003;116.101095,40.031579;116.095075,40.032977;116.080901,40.030533"
7472,62-二区-温泉-永丰乡,35,"116.156726,40.065437;116.220713,40.08405;116.224406,40.105738;116.234981,40.108886;116.236743,40.105679;116.239299,40.104406;116.246355,40.105424;116.251813,40.103916;116.253694,40.106665;116.251905,40.10937;116.255496,40.109352;116.257673,40.106171;116.257785,40.101803;116.260278,40.099932;116.259925,40.096843;116.257301,40.096374;116.259666,40.09363;116.266598,40.093476;116.273333,40.080099;116.266175,40.078436;116.263668,40.083241;116.249854,40.075862;116.260504,40.052225;116.250722,40.052235;116.244631,40.048878;116.240649,40.044263;116.221636,40.046433;116.208711,40.044784;116.198556,40.039133;116.191478,40.038426;116.182553,40.039368;116.178553,40.041959;116.167474,40.044549;116.160264,40.050986;116.156726,40.065437"
7473,63-二区-西三旗-东小口镇,18,"116.310957,40.069401;116.349707,40.06915;116.362973,40.068461;116.368255,40.071752;116.374914,40.070723;116.377522,40.069491;116.386926,40.065049;116.38493,40.059654;116.392765,40.056282;116.391604,40.04601;116.375993,40.044536;116.373361,40.045679;116.372837,40.049175;116.351939,40.048288;116.330228,40.044867;116.315125,40.064095;116.314655,40.064442;116.310957,40.069401"
7474,64-二区-西直门-四道口,18,"116.338812,39.967427;116.348611,39.966463;116.348899,39.963678;116.350246,39.9479;116.349576,39.939196;116.34618,39.939276;116.345241,39.942468;116.336666,39.945339;116.330922,39.948849;116.329757,39.951401;116.329007,39.956378;116.334002,39.95657;116.333253,39.960079;116.338914,39.959569;116.339663,39.956953;116.341994,39.956761;116.339497,39.9611;116.338812,39.967427"
7475,65-二区-西直门-文慧园,8,"116.348899,39.963678;116.359781,39.963981;116.364306,39.966079;116.366241,39.947046;116.365295,39.939304;116.349576,39.939196;116.350246,39.9479;116.348899,39.963678"
7476,66-二区-皂君庙-皂君东里,26,"116.31471,39.965678;116.31931,39.96643;116.318982,39.974218;116.330419,39.974574;116.33387,39.976487;116.338812,39.967427;116.339497,39.9611;116.341994,39.956761;116.339663,39.956953;116.338914,39.959569;116.333253,39.960079;116.334002,39.95657;116.329007,39.956378;116.329757,39.951401;116.330922,39.948849;116.336666,39.945339;116.345241,39.942468;116.34618,39.939276;116.343771,39.942373;116.3401,39.942969;116.336507,39.941927;116.331429,39.943603;116.32115,39.94087;116.319648,39.937638;116.316356,39.962895;116.31471,39.965678"
7477,67-二区-中关村-巴沟,15,"116.293487,39.988544;116.294269,39.984019;116.295507,39.973362;116.301148,39.968933;116.302555,39.961663;116.297189,39.958813;116.2894,39.957353;116.280452,39.972038;116.277864,39.973864;116.274121,39.980671;116.27188,39.984407;116.272843,39.988058;116.275359,39.98957;116.285914,39.987994;116.293487,39.988544"
7478,68-二区-中关村-三才堂,15,"116.288992,39.995864;116.301018,39.996209;116.304404,39.998213;116.309635,39.998449;116.309327,40.003753;116.313636,40.005168;116.311512,40.0174;116.319639,40.016943;116.331007,40.006875;116.331045,40.006364;116.332628,39.985226;116.310381,39.984581;116.294269,39.984019;116.293487,39.988544;116.288992,39.995864"
7479,69-二区-中关村-西五道口,8,"116.310381,39.984581;116.332628,39.985226;116.33387,39.976487;116.330419,39.974574;116.318982,39.974218;116.311999,39.97409;116.311215,39.975286;116.310381,39.984581"
7481,70-二区-中关村-新宫门西,12,"116.28137,40.012794;116.293644,40.015143;116.311512,40.0174;116.313636,40.005168;116.309327,40.003753;116.309635,39.998449;116.304404,39.998213;116.301018,39.996209;116.288992,39.995864;116.286211,40.000885;116.283228,40.000869;116.28137,40.012794"
7482,71-二区-中关村-知春里,9,"116.295507,39.973362;116.311215,39.975286;116.311999,39.97409;116.318982,39.974218;116.31931,39.96643;116.31471,39.965678;116.302555,39.961663;116.301148,39.968933;116.295507,39.973362"
7483,72-二区-中关村-中关村大街,5,"116.294269,39.984019;116.310381,39.984581;116.311215,39.975286;116.295507,39.973362;116.294269,39.984019"
7484,73-房山-长沟-十渡镇,209,"115.554795,39.799829;115.559714,39.794935;115.566337,39.779827;115.568221,39.768372;115.591923,39.753033;115.602038,39.74914;115.615312,39.741106;115.62668,39.726733;115.630457,39.711867;115.634879,39.706995;115.652896,39.698965;115.663008,39.691659;115.67375,39.682161;115.681484,39.670588;115.685607,39.679732;115.692733,39.688512;115.697323,39.691806;115.704124,39.693273;115.714403,39.693646;115.741277,39.686475;115.772889,39.674797;115.779905,39.669249;115.788485,39.674534;115.795135,39.681364;115.814436,39.688934;115.822342,39.688939;115.831198,39.689189;115.84258,39.686273;115.845496,39.677744;115.852682,39.671411;115.87228,39.662406;115.87449,39.659483;115.884732,39.655976;115.913136,39.629756;115.916864,39.630383;115.918885,39.625481;115.915513,39.616217;115.914902,39.601074;115.913016,39.597741;115.904975,39.599179;115.901495,39.589719;115.904535,39.588636;115.902925,39.584157;115.910675,39.583127;115.905895,39.570443;115.899195,39.567639;115.902925,39.56698;115.894715,39.567704;115.890265,39.569814;115.885965,39.568353;115.884515,39.565709;115.887545,39.565507;115.886375,39.562787;115.887905,39.557191;115.881245,39.557309;115.882685,39.551683;115.878035,39.551744;115.877475,39.548696;115.867985,39.548791;115.864295,39.546575;115.858775,39.548455;115.855995,39.547845;115.851545,39.552404;115.846965,39.553395;115.843095,39.550988;115.841765,39.544332;115.824585,39.542382;115.823435,39.536367;115.818885,39.535203;115.817545,39.531877;115.814855,39.531362;115.813545,39.52675;115.819585,39.524079;115.819605,39.519986;115.814355,39.519975;115.817735,39.51819;115.816905,39.512174;115.823745,39.512113;115.820085,39.510755;115.823595,39.509626;115.822865,39.50636;115.816075,39.509084;115.808145,39.507878;115.798145,39.510511;115.801035,39.507699;115.798205,39.507054;115.764115,39.517774;115.766755,39.512471;115.763675,39.5109;115.759665,39.516542;115.754295,39.515485;115.748735,39.517007;115.748925,39.513425;115.746225,39.513673;115.745885,39.517255;115.740165,39.522485;115.734385,39.536248;115.731635,39.538884;115.732955,39.545682;115.726965,39.547204;115.722565,39.546422;115.721215,39.548852;115.720555,39.543916;115.714785,39.543943;115.714065,39.55322;115.710685,39.554765;115.713465,39.55528;115.710795,39.558736;115.705575,39.56183;115.693785,39.562291;115.686195,39.565095;115.687965,39.5673;115.687125,39.569986;115.689975,39.571595;115.692525,39.570039;115.690965,39.576501;115.688875,39.578637;115.688365,39.585416;115.682395,39.593782;115.682575,39.59855;115.680945,39.601262;115.668205,39.607507;115.659665,39.615583;115.659005,39.606389;115.646745,39.599885;115.644165,39.601091;115.638325,39.59937;115.630585,39.604882;115.627105,39.60402;115.627115,39.598485;115.613635,39.60423;115.602895,39.60122;115.595615,39.601907;115.589735,39.598039;115.585135,39.597589;115.581705,39.594571;115.580015,39.590779;115.573345,39.59097;115.565675,39.592782;115.567535,39.595418;115.563785,39.598775;115.560465,39.599607;115.556195,39.607598;115.548685,39.608373;115.540835,39.618222;115.538115,39.619336;115.531125,39.616983;115.528525,39.614602;115.522905,39.602689;115.513815,39.598775;115.511485,39.596727;115.512715,39.593728;115.509395,39.592;115.505955,39.609178;115.507315,39.613378;115.516005,39.620572;115.513755,39.627786;115.514665,39.637544;115.512845,39.639859;115.509635,39.639676;115.504275,39.644338;115.501345,39.650369;115.490695,39.651189;115.484135,39.648839;115.476575,39.651525;115.473835,39.650949;115.471505,39.653165;115.473395,39.660298;115.482245,39.666913;115.483255,39.669915;115.480515,39.671216;115.483715,39.678571;115.482395,39.681237;115.486375,39.682668;115.487095,39.685929;115.493505,39.689481;115.492045,39.69251;115.493005,39.695165;115.487385,39.70065;115.484065,39.700841;115.486635,39.707257;115.482145,39.724874;115.481815,39.731218;115.485925,39.735108;115.486515,39.738038;115.483095,39.738633;115.480745,39.741586;115.459475,39.741212;115.431755,39.75195;115.428435,39.760491;115.427775,39.766572;115.425115,39.768849;115.421545,39.767663;115.419275,39.773309;115.424395,39.773763;115.426245,39.778726;115.429485,39.781926;115.437495,39.783067;115.447465,39.779702;115.454285,39.781316;115.475355,39.795659;115.482695,39.795274;115.486055,39.793458;115.498865,39.78206;115.508035,39.787255;115.528235,39.790502;115.531775,39.793248;115.545595,39.793538;115.554795,39.799829"
7485,74-房山-房山-城关镇,47,"115.822342,39.688939;115.825571,39.694944;115.832535,39.699824;115.836025,39.70848;115.836358,39.722983;115.844273,39.729813;115.890459,39.73984;115.90438,39.74716;115.91768,39.757897;115.923726,39.759398;115.931147,39.768087;115.938663,39.77093;115.951277,39.77244;115.972933,39.767885;115.989036,39.751656;116.007006,39.743335;116.010283,39.739651;116.015243,39.727211;116.023804,39.722963;116.042242,39.69785;116.042576,39.696448;116.044123,39.689951;116.042015,39.679262;116.047093,39.661312;116.027007,39.658221;116.024839,39.648855;116.034291,39.646213;116.024961,39.634395;116.013431,39.632261;116.012294,39.628019;116.018188,39.621539;116.024737,39.619939;116.020784,39.615213;116.014232,39.614534;116.011308,39.608242;116.005328,39.604269;115.923464,39.632112;115.916864,39.630383;115.913136,39.629756;115.884732,39.655976;115.87449,39.659483;115.87228,39.662406;115.852682,39.671411;115.845496,39.677744;115.84258,39.686273;115.831198,39.689189;115.822342,39.688939"
7486,75-房山-河北-河北镇,129,"115.554795,39.799829;115.559685,39.803174;115.559795,39.80644;115.561875,39.809827;115.569885,39.808961;115.576435,39.810285;115.589445,39.818479;115.593975,39.827436;115.599685,39.831918;115.598405,39.834962;115.607035,39.842309;115.608705,39.852449;115.617575,39.864862;115.626965,39.869775;115.633425,39.869046;115.637905,39.873615;115.641453,39.872786;115.649058,39.879751;115.661118,39.881014;115.66333,39.88313;115.671135,39.884002;115.674735,39.886548;115.675835,39.890206;115.683005,39.893515;115.684353,39.8961;115.687985,39.898268;115.702555,39.902299;115.709383,39.901995;115.723388,39.904411;115.738037,39.91003;115.747135,39.916774;115.753835,39.917719;115.756315,39.920047;115.762795,39.921825;115.767158,39.917943;115.787363,39.917803;115.790678,39.919065;115.798395,39.917264;115.806755,39.910659;115.814905,39.910783;115.820607,39.907605;115.829548,39.897082;115.83295,39.897688;115.839798,39.894935;115.852473,39.898136;115.862675,39.903817;115.866942,39.909677;115.872675,39.91343;115.880925,39.914846;115.89606,39.911832;115.915925,39.911183;115.923215,39.911965;115.929828,39.914784;115.935185,39.914376;115.939027,39.910033;115.937065,39.902898;115.939515,39.901358;115.930496,39.895215;115.929125,39.892043;115.917045,39.882435;115.919845,39.873582;115.92999,39.871972;115.936255,39.869327;115.94363,39.868888;115.948925,39.864221;115.956855,39.865251;115.959205,39.867814;115.970078,39.865744;115.972375,39.868592;115.979475,39.872049;115.989888,39.872696;115.989885,39.869538;115.987889,39.866604;115.979585,39.865527;115.982268,39.857614;115.978275,39.848893;115.978785,39.845697;115.982395,39.8422;115.98223,39.838867;115.984895,39.837468;115.991332,39.84046;116.02266,39.811832;116.033284,39.78926;116.040013,39.785045;116.048867,39.762608;116.053765,39.757821;116.047697,39.752779;116.010283,39.739651;116.007006,39.743335;115.989036,39.751656;115.972933,39.767885;115.951277,39.77244;115.938663,39.77093;115.931147,39.768087;115.923726,39.759398;115.91768,39.757897;115.90438,39.74716;115.890459,39.73984;115.844273,39.729813;115.836358,39.722983;115.836025,39.70848;115.832535,39.699824;115.825571,39.694944;115.822342,39.688939;115.814436,39.688934;115.795135,39.681364;115.788485,39.674534;115.779905,39.669249;115.772889,39.674797;115.741277,39.686475;115.714403,39.693646;115.704124,39.693273;115.697323,39.691806;115.692733,39.688512;115.685607,39.679732;115.681484,39.670588;115.67375,39.682161;115.663008,39.691659;115.652896,39.698965;115.634879,39.706995;115.630457,39.711867;115.62668,39.726733;115.615312,39.741106;115.602038,39.74914;115.591923,39.753033;115.568221,39.768372;115.566337,39.779827;115.559714,39.794935;115.554795,39.799829"
7487,76-房山-良乡-良乡镇,55,"116.102038,39.678207;116.128207,39.706429;116.103657,39.720754;116.115047,39.728759;116.129896,39.729786;116.129981,39.7354;116.135058,39.741213;116.142333,39.74026;116.150252,39.750699;116.156605,39.751552;116.16311,39.755368;116.170872,39.765399;116.159618,39.775064;116.166088,39.779705;116.177337,39.782881;116.194163,39.777693;116.197085,39.800822;116.203425,39.814249;116.207322,39.819214;116.207389,39.823424;116.22417,39.824196;116.234805,39.815333;116.244137,39.802404;116.247123,39.792884;116.244845,39.7902;116.246085,39.758493;116.245088,39.747142;116.236985,39.739718;116.236543,39.736141;116.237173,39.73309;116.240582,39.730844;116.241427,39.725541;116.240367,39.719775;116.235765,39.714233;116.222388,39.706091;116.221955,39.699803;116.219645,39.694089;116.222545,39.688825;116.216805,39.685243;116.212645,39.678281;116.215035,39.673104;116.214915,39.666642;116.216675,39.663915;116.215902,39.65964;116.212886,39.656751;116.191969,39.650691;116.183468,39.650197;116.172029,39.656072;116.150499,39.651392;116.146468,39.652151;116.144654,39.655928;116.136436,39.659914;116.120544,39.660024;116.116532,39.676962;116.102038,39.678207"
7488,77-房山-琉璃河-琉璃河镇,113,"115.913016,39.597741;115.914902,39.601074;115.915513,39.616217;115.918885,39.625481;115.916864,39.630383;115.923464,39.632112;116.005328,39.604269;116.011308,39.608242;116.014232,39.614534;116.020784,39.615213;116.024737,39.619939;116.018188,39.621539;116.012294,39.628019;116.013431,39.632261;116.024961,39.634395;116.034291,39.646213;116.024839,39.648855;116.027007,39.658221;116.047093,39.661312;116.042015,39.679262;116.044123,39.689951;116.042576,39.696448;116.061466,39.706639;116.063122,39.694916;116.081894,39.679145;116.09243,39.673711;116.102038,39.678207;116.116532,39.676962;116.120544,39.660024;116.136436,39.659914;116.144654,39.655928;116.146468,39.652151;116.150499,39.651392;116.172029,39.656072;116.183468,39.650197;116.191969,39.650691;116.212886,39.656751;116.210025,39.642055;116.212335,39.627885;116.2124,39.606497;116.220415,39.587701;116.218165,39.581056;116.215498,39.578639;116.202465,39.578256;116.200525,39.580876;116.199795,39.587678;116.197985,39.583066;116.196995,39.587842;116.194955,39.583596;116.194015,39.588063;116.191645,39.58423;116.189725,39.588628;116.185535,39.588433;116.185245,39.585698;116.184275,39.588513;116.180045,39.588418;116.175215,39.591142;116.168065,39.589578;116.167885,39.585412;116.155855,39.583123;116.152535,39.58323;116.150885,39.585485;116.147815,39.584859;116.145715,39.582452;116.142935,39.573056;116.140355,39.571172;116.140305,39.574678;116.136595,39.570043;116.122805,39.567414;116.115005,39.569692;116.114945,39.573831;116.112165,39.573415;116.107875,39.569844;116.099855,39.570825;116.100275,39.574178;116.097535,39.577424;116.091335,39.574655;116.031245,39.570939;116.027505,39.571984;116.025985,39.574365;116.023365,39.575032;116.020365,39.573804;116.021295,39.579698;116.017425,39.58051;116.018865,39.586965;116.012795,39.5846;116.010535,39.586976;116.007555,39.586812;116.006815,39.580094;116.003035,39.580556;116.002525,39.57768;115.997705,39.57591;115.994385,39.577085;115.97306,39.572956;115.968575,39.568601;115.963845,39.570645;115.962025,39.56463;115.959315,39.565263;115.954175,39.563485;115.952165,39.561093;115.951655,39.563909;115.945195,39.566205;115.943835,39.573045;115.938375,39.577264;115.932875,39.577512;115.932725,39.581094;115.929605,39.581601;115.929765,39.585759;115.926995,39.587102;115.926855,39.590753;115.924165,39.593438;115.917345,39.5943;115.913016,39.597741"
7489,78-房山-行宫-青龙湖镇,51,"115.991332,39.84046;116.000595,39.847314;116.011925,39.845731;116.012599,39.839951;116.023518,39.839874;116.024348,39.842526;116.03479,39.84461;116.048656,39.843872;116.053929,39.840947;116.060852,39.840947;116.077985,39.828504;116.084042,39.827639;116.080235,39.808209;116.075822,39.804532;116.080235,39.791973;116.088196,39.781593;116.111386,39.79011;116.126788,39.781194;116.116232,39.778399;116.111732,39.772011;116.118655,39.761897;116.14946,39.766422;116.159618,39.775064;116.170872,39.765399;116.16311,39.755368;116.156605,39.751552;116.150252,39.750699;116.142333,39.74026;116.135058,39.741213;116.129981,39.7354;116.129896,39.729786;116.115047,39.728759;116.103657,39.720754;116.128207,39.706429;116.102038,39.678207;116.09243,39.673711;116.081894,39.679145;116.063122,39.694916;116.061466,39.706639;116.042576,39.696448;116.042242,39.69785;116.023804,39.722963;116.015243,39.727211;116.010283,39.739651;116.047697,39.752779;116.053765,39.757821;116.048867,39.762608;116.040013,39.785045;116.033284,39.78926;116.02266,39.811832;115.991332,39.84046"
7490,79-怀柔-城区-红螺镇,29,"116.581073,40.429482;116.597717,40.413246;116.606359,40.407724;116.626866,40.401257;116.652488,40.397589;116.641939,40.386263;116.641368,40.382652;116.642628,40.379237;116.644898,40.37693;116.654254,40.373645;116.646718,40.363767;116.643926,40.362382;116.624775,40.358601;116.622018,40.355258;116.6249,40.353347;116.624399,40.335292;116.619832,40.329868;116.616617,40.333437;116.611253,40.335683;116.609754,40.338344;116.603848,40.337873;116.601212,40.339068;116.599953,40.34135;116.600358,40.347803;116.588367,40.362685;116.580217,40.378441;116.548685,40.415533;116.56964,40.421996;116.581073,40.429482"
7492,80-怀柔-城区-怀柔镇,27,"116.619832,40.329868;116.624399,40.335292;116.6249,40.353347;116.622018,40.355258;116.624775,40.358601;116.643926,40.362382;116.640482,40.348796;116.644592,40.334239;116.651804,40.333284;116.654204,40.33049;116.654346,40.327483;116.670449,40.329527;116.671195,40.323594;116.670816,40.301807;116.657227,40.299309;116.636935,40.29973;116.635348,40.302798;116.632515,40.303992;116.621448,40.298048;116.613626,40.300736;116.611315,40.30417;116.612511,40.306887;116.619872,40.309079;116.617686,40.311646;116.616375,40.318271;116.621102,40.325997;116.619832,40.329868"
